seq,title,year,doi,doi_link,google_scholar,openalex_search,unpaywall_api
243,The role of internationalization in entrepreneurial orientation-performance link: empirical study of SMEs in a developing nation perspective,2021,10.1108/ribs-09-2019-0126,https://doi.org/10.1108/ribs-09-2019-0126,https://scholar.google.com/scholar?q=The%20role%20of%20internationalization%20in%20entrepreneurial%20orientation-performance%20link%3A%20empirical%20study%20of%20SMEs%20in%20a%20developing%20nation%20perspective,https://openalex.org/works?search=The%20role%20of%20internationalization%20in%20entrepreneurial%20orientation-performance%20link%3A%20empirical%20study%20of%20SMEs%20in%20a%20developing%20nation%20perspective,https://api.unpaywall.org/v2/10.1108%2Fribs-09-2019-0126
244,R&D internationalization and firm productivity. Does the host country matter?,2021,10.1080/00036846.2020.1853668,https://doi.org/10.1080/00036846.2020.1853668,https://scholar.google.com/scholar?q=R%26D%20internationalization%20and%20firm%20productivity.%20Does%20the%20host%20country%20matter%3F,https://openalex.org/works?search=R%26D%20internationalization%20and%20firm%20productivity.%20Does%20the%20host%20country%20matter%3F,https://api.unpaywall.org/v2/10.1080%2F00036846.2020.1853668
245,Pre-Internationalization and Performance Conditions of First-Time Exporting SMEs,2021,10.37725/mgmt.v24i1.4507,https://doi.org/10.37725/mgmt.v24i1.4507,https://scholar.google.com/scholar?q=Pre-Internationalization%20and%20Performance%20Conditions%20of%20First-Time%20Exporting%20SMEs,https://openalex.org/works?search=Pre-Internationalization%20and%20Performance%20Conditions%20of%20First-Time%20Exporting%20SMEs,https://api.unpaywall.org/v2/10.37725%2Fmgmt.v24i1.4507
248,Productivity effects of internationalisation through the domestic supply chain,2021,10.1002/jae.2837,https://doi.org/10.1002/jae.2837,https://scholar.google.com/scholar?q=Productivity%20effects%20of%20internationalisation%20through%20the%20domestic%20supply%20chain,https://openalex.org/works?search=Productivity%20effects%20of%20internationalisation%20through%20the%20domestic%20supply%20chain,https://api.unpaywall.org/v2/10.1002%2Fjae.2837
249,Globalisation: blessing or curse? Evidence from the insurance industry,2021,10.1504/ejim.2021.113232,https://doi.org/10.1504/ejim.2021.113232,https://scholar.google.com/scholar?q=Globalisation%3A%20blessing%20or%20curse%3F%20Evidence%20from%20the%20insurance%20industry,https://openalex.org/works?search=Globalisation%3A%20blessing%20or%20curse%3F%20Evidence%20from%20the%20insurance%20industry,https://api.unpaywall.org/v2/10.1504%2Fejim.2021.113232
251,Taking social responsibilities overseas? The learning paths and performance consequences of Chinese multinationals,2021,10.1177/0306307020984566,https://doi.org/10.1177/0306307020984566,https://scholar.google.com/scholar?q=Taking%20social%20responsibilities%20overseas%3F%20The%20learning%20paths%20and%20performance%20consequences%20of%20Chinese%20multinationals,https://openalex.org/works?search=Taking%20social%20responsibilities%20overseas%3F%20The%20learning%20paths%20and%20performance%20consequences%20of%20Chinese%20multinationals,https://api.unpaywall.org/v2/10.1177%2F0306307020984566
254,Service innovation and internationalization in SMEs: antecedents and profitability outcomes,2020,10.1007/s10843-019-00266-z,https://doi.org/10.1007/s10843-019-00266-z,https://scholar.google.com/scholar?q=Service%20innovation%20and%20internationalization%20in%20SMEs%3A%20antecedents%20and%20profitability%20outcomes,https://openalex.org/works?search=Service%20innovation%20and%20internationalization%20in%20SMEs%3A%20antecedents%20and%20profitability%20outcomes,https://api.unpaywall.org/v2/10.1007%2Fs10843-019-00266-z
255,THE ACTUAL LEVEL OF INTERNATIONALIZATION OF ALBANIAN SMES AND THE MEASURE OF THEIR OVERALL PERFORMANCE,2020,10.31407/ijees10.121,https://doi.org/10.31407/ijees10.121,https://scholar.google.com/scholar?q=THE%20ACTUAL%20LEVEL%20OF%20INTERNATIONALIZATION%20OF%20ALBANIAN%20SMES%20AND%20THE%20MEASURE%20OF%20THEIR%20OVERALL%20PERFORMANCE,https://openalex.org/works?search=THE%20ACTUAL%20LEVEL%20OF%20INTERNATIONALIZATION%20OF%20ALBANIAN%20SMES%20AND%20THE%20MEASURE%20OF%20THEIR%20OVERALL%20PERFORMANCE,https://api.unpaywall.org/v2/10.31407%2Fijees10.121
257,The impact of the amount of environmental information disclosure on financial performance: The moderating effect of corporate internationalization,2020,10.1002/csr.2010,https://doi.org/10.1002/csr.2010,https://scholar.google.com/scholar?q=The%20impact%20of%20the%20amount%20of%20environmental%20information%20disclosure%20on%20financial%20performance%3A%20The%20moderating%20effect%20of%20corporate%20internationalization,https://openalex.org/works?search=The%20impact%20of%20the%20amount%20of%20environmental%20information%20disclosure%20on%20financial%20performance%3A%20The%20moderating%20effect%20of%20corporate%20internationalization,https://api.unpaywall.org/v2/10.1002%2Fcsr.2010
258,"Founder ethnic composition, early internationalization, and new venture performance",2020,10.1007/s10843-020-00281-5,https://doi.org/10.1007/s10843-020-00281-5,https://scholar.google.com/scholar?q=Founder%20ethnic%20composition%2C%20early%20internationalization%2C%20and%20new%20venture%20performance,https://openalex.org/works?search=Founder%20ethnic%20composition%2C%20early%20internationalization%2C%20and%20new%20venture%20performance,https://api.unpaywall.org/v2/10.1007%2Fs10843-020-00281-5
259,Competitive strategies and international new ventures' performance: Exploring the moderating effects of internationalization duration and preparation,2020,10.1177/2340944420916334,https://doi.org/10.1177/2340944420916334,https://scholar.google.com/scholar?q=Competitive%20strategies%20and%20international%20new%20ventures%27%20performance%3A%20Exploring%20the%20moderating%20effects%20of%20internationalization%20duration%20and%20preparation,https://openalex.org/works?search=Competitive%20strategies%20and%20international%20new%20ventures%27%20performance%3A%20Exploring%20the%20moderating%20effects%20of%20internationalization%20duration%20and%20preparation,https://api.unpaywall.org/v2/10.1177%2F2340944420916334
260,Reaching up and reaching out: The impact of competition on firms' productivity and export decisions,2020,10.1111/1468-0106.12287,https://doi.org/10.1111/1468-0106.12287,https://scholar.google.com/scholar?q=Reaching%20up%20and%20reaching%20out%3A%20The%20impact%20of%20competition%20on%20firms%27%20productivity%20and%20export%20decisions,https://openalex.org/works?search=Reaching%20up%20and%20reaching%20out%3A%20The%20impact%20of%20competition%20on%20firms%27%20productivity%20and%20export%20decisions,https://api.unpaywall.org/v2/10.1111%2F1468-0106.12287
261,Host country institutional diversity and MNE performance persistence,2020,10.1016/j.jbusres.2020.03.018,https://doi.org/10.1016/j.jbusres.2020.03.018,https://scholar.google.com/scholar?q=Host%20country%20institutional%20diversity%20and%20MNE%20performance%20persistence,https://openalex.org/works?search=Host%20country%20institutional%20diversity%20and%20MNE%20performance%20persistence,https://api.unpaywall.org/v2/10.1016%2Fj.jbusres.2020.03.018
262,The interplay between exports and technological collaborations: effects on SME growth,2020,10.1504/ijtm.2020.112156,https://doi.org/10.1504/ijtm.2020.112156,https://scholar.google.com/scholar?q=The%20interplay%20between%20exports%20and%20technological%20collaborations%3A%20effects%20on%20SME%20growth,https://openalex.org/works?search=The%20interplay%20between%20exports%20and%20technological%20collaborations%3A%20effects%20on%20SME%20growth,https://api.unpaywall.org/v2/10.1504%2Fijtm.2020.112156
264,Internationalization of exploitation alliance portfolios and firm performance,2019,10.1108/md-11-2017-1105,https://doi.org/10.1108/md-11-2017-1105,https://scholar.google.com/scholar?q=Internationalization%20of%20exploitation%20alliance%20portfolios%20and%20firm%20performance,https://openalex.org/works?search=Internationalization%20of%20exploitation%20alliance%20portfolios%20and%20firm%20performance,https://api.unpaywall.org/v2/10.1108%2Fmd-11-2017-1105
271,Effectiveness of Export Support Programs: Impact on the Relational Capital and International Performance of Early Internationalizing Small Businesses,2019,10.1111/jsbm.12489,https://doi.org/10.1111/jsbm.12489,https://scholar.google.com/scholar?q=Effectiveness%20of%20Export%20Support%20Programs%3A%20Impact%20on%20the%20Relational%20Capital%20and%20International%20Performance%20of%20Early%20Internationalizing%20Small%20Businesses,https://openalex.org/works?search=Effectiveness%20of%20Export%20Support%20Programs%3A%20Impact%20on%20the%20Relational%20Capital%20and%20International%20Performance%20of%20Early%20Internationalizing%20Small%20Businesses,https://api.unpaywall.org/v2/10.1111%2Fjsbm.12489
272,Internationalization and hotel performance: Agglomeration-related moderators,2019,10.1016/j.ijhm.2019.03.007,https://doi.org/10.1016/j.ijhm.2019.03.007,https://scholar.google.com/scholar?q=Internationalization%20and%20hotel%20performance%3A%20Agglomeration-related%20moderators,https://openalex.org/works?search=Internationalization%20and%20hotel%20performance%3A%20Agglomeration-related%20moderators,https://api.unpaywall.org/v2/10.1016%2Fj.ijhm.2019.03.007
273,Does persistence in internationalization and innovation influence firms' performance?,2019,10.1108/jes-04-2019-0152,https://doi.org/10.1108/jes-04-2019-0152,https://scholar.google.com/scholar?q=Does%20persistence%20in%20internationalization%20and%20innovation%20influence%20firms%27%20performance%3F,https://openalex.org/works?search=Does%20persistence%20in%20internationalization%20and%20innovation%20influence%20firms%27%20performance%3F,https://api.unpaywall.org/v2/10.1108%2Fjes-04-2019-0152
278,"Firm Performance among Internationalized SMEs: The Interplay of Market Orientation, Marketing Capability and Digitalization",2018,10.3390/admsci8030031,https://doi.org/10.3390/admsci8030031,https://scholar.google.com/scholar?q=Firm%20Performance%20among%20Internationalized%20SMEs%3A%20The%20Interplay%20of%20Market%20Orientation%2C%20Marketing%20Capability%20and%20Digitalization,https://openalex.org/works?search=Firm%20Performance%20among%20Internationalized%20SMEs%3A%20The%20Interplay%20of%20Market%20Orientation%2C%20Marketing%20Capability%20and%20Digitalization,https://api.unpaywall.org/v2/10.3390%2Fadmsci8030031
284,Internationalization and economic performance: The mediating role of eco-innovation,2018,10.1016/j.jclepro.2017.10.111,https://doi.org/10.1016/j.jclepro.2017.10.111,https://scholar.google.com/scholar?q=Internationalization%20and%20economic%20performance%3A%20The%20mediating%20role%20of%20eco-innovation,https://openalex.org/works?search=Internationalization%20and%20economic%20performance%3A%20The%20mediating%20role%20of%20eco-innovation,https://api.unpaywall.org/v2/10.1016%2Fj.jclepro.2017.10.111
287,Improvement of Operational performance of Internationalized Companies through Collaboration in Distribution Networks,2018,10.1080/10669868.2018.1467842,https://doi.org/10.1080/10669868.2018.1467842,https://scholar.google.com/scholar?q=Improvement%20of%20Operational%20performance%20of%20Internationalized%20Companies%20through%20Collaboration%20in%20Distribution%20Networks,https://openalex.org/works?search=Improvement%20of%20Operational%20performance%20of%20Internationalized%20Companies%20through%20Collaboration%20in%20Distribution%20Networks,https://api.unpaywall.org/v2/10.1080%2F10669868.2018.1467842
288,"Labor market imperfections, markups and productivity in multinationals and exporters",2018,10.1016/j.labeco.2018.05.004,https://doi.org/10.1016/j.labeco.2018.05.004,https://scholar.google.com/scholar?q=Labor%20market%20imperfections%2C%20markups%20and%20productivity%20in%20multinationals%20and%20exporters,https://openalex.org/works?search=Labor%20market%20imperfections%2C%20markups%20and%20productivity%20in%20multinationals%20and%20exporters,https://api.unpaywall.org/v2/10.1016%2Fj.labeco.2018.05.004
290,'Misfits' DO try to fit: Deviations from firm-specific optimal multinationality and subsequent market entry or exit in US law firms,2018,10.1016/j.jbusres.2017.09.023,https://doi.org/10.1016/j.jbusres.2017.09.023,https://scholar.google.com/scholar?q=%27Misfits%27%20DO%20try%20to%20fit%3A%20Deviations%20from%20firm-specific%20optimal%20multinationality%20and%20subsequent%20market%20entry%20or%20exit%20in%20US%20law%20firms,https://openalex.org/works?search=%27Misfits%27%20DO%20try%20to%20fit%3A%20Deviations%20from%20firm-specific%20optimal%20multinationality%20and%20subsequent%20market%20entry%20or%20exit%20in%20US%20law%20firms,https://api.unpaywall.org/v2/10.1016%2Fj.jbusres.2017.09.023
291,"Too Slow or Too Fast? Speed of FDI Expansions, Industry Globalization, and Firm Performance",2017,10.1016/j.lrp.2016.06.001,https://doi.org/10.1016/j.lrp.2016.06.001,https://scholar.google.com/scholar?q=Too%20Slow%20or%20Too%20Fast%3F%20Speed%20of%20FDI%20Expansions%2C%20Industry%20Globalization%2C%20and%20Firm%20Performance,https://openalex.org/works?search=Too%20Slow%20or%20Too%20Fast%3F%20Speed%20of%20FDI%20Expansions%2C%20Industry%20Globalization%2C%20and%20Firm%20Performance,https://api.unpaywall.org/v2/10.1016%2Fj.lrp.2016.06.001
292,The Role of Cluster Presence and Quality Certification in Internationalization and Performance of Offshore Service Providers,2017,10.1016/j.intman.2016.11.004,https://doi.org/10.1016/j.intman.2016.11.004,https://scholar.google.com/scholar?q=The%20Role%20of%20Cluster%20Presence%20and%20Quality%20Certification%20in%20Internationalization%20and%20Performance%20of%20Offshore%20Service%20Providers,https://openalex.org/works?search=The%20Role%20of%20Cluster%20Presence%20and%20Quality%20Certification%20in%20Internationalization%20and%20Performance%20of%20Offshore%20Service%20Providers,https://api.unpaywall.org/v2/10.1016%2Fj.intman.2016.11.004
